Drug,Review,Score,Likes
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Took for bipolar. Good side effects: more or less consistently put me to sleep every night. Bad side effects: gained roughly 20 lbs 6 months in, had a difficult time getting up every day, needed more sleep than usual. It helped for awhile, but it mostly made my episodes less severe, did not effectively stop or prevent them.",0,76
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Prescribed 600mg for bipolar 1, first three weeks nasty but stick with it these side effects disappear. Taken alongside lithium and I have never felt so well in over 20 years, awesome.",0,68
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Seroquel is amazing for me, gave me good nights sleep, calms me down. I take 800 mg along with Tegretol 800 mg.",0,40
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 Aching or discomfort in the lower legs or sensation of crawling in the legs, unusual tiredness or weakness, dizziness, faintness, or lightheadedness when getting up suddenly from a lying or sitting position, muscle pain or cramps.",0,33
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Seroquel gave me my life back, calms me down and helps me think clearly during the day, and helps me sleep well during the night. Makes your mouth a bit dry and makes you hungry often but definitely worth it.",0,84
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I was off meds for awhile and thought I was fine - nope!  Had a manic episode.  I take 100 to 150mg of Seroquel at night.  Before this, I took Geodon and lost weight, but I had uncontrollable muscle movements, I didn't want to switch but my family was embarrassed by my non stop hand movements.  I switched to Seroquel and feel a million times better.  I sleep great (used to not sleep for days).  BUT, I have gained 40 lbs.  I wake up the next morning and see what I ate the night before and get so irritated with myself.  It makes me want to eat everything bad for me.  If I don't eat, it's like an itch I can't scratch. I don't feel foggy, but well rested...then again, I sleep till 8 or 9am. To me, it's worth the weight gain to feel stable.",0,81
Quetiapine,<b>Seroquel (quetiapine):</b>			 I take 400 mg Seroquel at bedtime. I sleep a lot better but as far as my bipolar symptoms I see no real difference.,0,28
Quetiapine,"I am 59 years old, worked as a psych nurse for 28 years &amp; am bipolar. My symptoms manifest in severe depression, anxiety &amp; insomnia so bad I retired early. I have now been on Seroquel for 6 years &amp; in combination with Lamictal * Requip I have been able to enjoy life, sleep well and managed well as an outpatient. Seroquel is for me a miracle. I spent many years addicted to Xanax &amp; other benzodiazepines in a futile attempt to sleep &amp; decrease the anxiety. I know that many psyche meds were originally meant to treat other illnesses &amp; found to be beneficial in others so I feel extremely fortunate to finally have a medicine that works! I often joke with my friends that whoever discovered this medicine should get a Nobel Prize in medicine.",10,12
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I take Seroquel for bipolar, I had side effects when first taking it such as couldn't wake in the morning and sluggish, it took me a couple of months to get used to it, now I take it at about 10.30pm asleep within 20 mins and up at about 8.30 am, well rested, it has been great for my mania, which can last weeks at a time. I feel so normal again, I take 100mg a night with 600mg of Tegrotol you just have to give it time to do it's thing, the side effects go away. I have no weight gain at all on Tegrotol, it's the opposite, I'm losing weight.",0,54
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 Works like a charm.  It was prescribed for me for Bipolar I disorder (as part of my cocktail of meds), especially for symptoms involving lack of sleep.  I have been struggling with sleep problems for so many years, and this works great for me at 50 mg.  It even helps with depression and anxiety temporarily.  I feel a lot calmer, which is definitely needed for me, especially at night.  It helps with racing thoughts and voices as well.  No more noise in my head at night for most part.",0,68
Quetiapine,<b>Seroquel XR (quetiapine):</b>			 I took regular Seroquel which did help somewhat. I would rate that at a 4 out 10. I found about Seroquel XR when people told me to see a pdoc this was in 2007 because I was bipolar 1 and couldn't get it under control on my first visit with pdoc I told her my situation and Seroquel after my visit she gave me 2 samples of Seroquel XR which was only out 4 months at that time it has been a huge help with mania and depression I take 800mgs at bedtime when I wake up I take 400mg Lamictal that helps a great deal for me with the racing thoughts and impulsivity along with 2mg of clonazepam that has been a life saver it took many years in and out the psyc hospitals to finally get it right.,0,30
Quetiapine,"<b>Seroquel (quetiapine):</b>			 This is my 2nd time on seroquel and now that I actually know two shits about mental disorder, I really do like seroquel. I've always had a terrible time falling and staying asleep which it helps with greatly, and my ridiculous bipolar tendencies it puts to rest. I recommend seroquel if it works for you. I've never had a single negative side effect from it but some people do. Every brain is different :)",0,125
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have just started Quetiapine (Seroquel) going form 25mg to 75mg now. I was previously using lithium and have gradually reduced it to 250mg, now I do not take it and have replaced with seroquel. I am concerned about the side effects at higher doses and I would like to know if anyone has gone from using lithium to seroquel as a modd stabilsier. I am doing this as I am trying to get pregnant and my doctor has told me that seroquel is a good substitute up to the 2nd trimester of a pregnancy where I would re-introduce lithium.",0,23
Quetiapine,I take 150mg to 200mg per night. It has a hangover the next day. The sleep I get is deep but I haven't found anything better on the market. But the hangover and weight gain isn't the best.,8,8
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have been a bipolar as of 26 years. After my first and huge depression, I have not missed lithium not even for a day. I have had a really good acceptance to Seroquel, but not to Seroquel XR. The difference is huge, and XR plays with your sleep patterns and more. The insatiable hunger is so, so, true as is the weight gain. I just eat less and less and less and as a person who has had an amazing metabolism, still am 105lbs. After 3 children, my teen weight, I am now at 115lbs and I hate it. But I have no desire to stop Seroquel.",0,48
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I've been taking Seroquel for about a year and I can honestly say I don't ever want to live without it.  No other medicine had any effect on controlling my extreme mood swings and delusional/psychotic thinking. The sleepiness (which I now find very helpful) and morning fog were bothersome, but I've gladly adapted my schedule to allow 8-9 hrs sleep nightly.",0,81
Quetiapine,<b>Seroquel (quetiapine):</b>			 It worked well for sleep but I could not remember eating peanut butter and jelly sandwiches. I woke up with it all over my pillow and cheeks weird.. I felt hung over in the morning. Also was taking Geodon and Effexor. I don't take anything now. It's been 3 years. I'm doing good.,0,56
Quetiapine,<b>Seroquel (quetiapine):</b>			 I too gained masses of weight taking Seroquel but lost it all (35lb) in 6 months by healthy eating &amp; being AWARE of the pitfalls. Seroquel does not make you gain weight. Seroquel makes you crazy HUNGRY craving all the bad stuff  - salt/sugar/fried food for me. The secret is to ANTICIPATE your munchies. Prepare a large but healthy snack in advance or save half your evening meal and have it at bedtime just before you take your meds. This really worked for me. Taking my meds on a full stomach took the cravings away.,0,152
Quetiapine,"I found the medicine worked quite well on my symptoms, but it had too many side effects, one being weight gain.",6,5
Quetiapine,"Seroquel literally saved my life! After a suicide attempt landed me in the ICU 8 years ago, I was diagnosed with bipolar I disorder &amp; subsequently put on Seroquel. Early on, my dose was increased to 300mg  &amp; that's where I've stayed. A few years ago I started having trouble with depression again; although this time around it wasn't suicidal. My Doctor added Pristiq &amp; it really seemed to help so I've stayed on it. When I first started the Seroquel, I remember waking up one morning and thinking So THIS is what normal feels like! I realize it isn't for everyone, but for me it's been a miracle that has allowed me to live a happy and STABLE life!  Without serious mood swings, I can actually make (and keep) plans!",10,10
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I suffer from mainly depression and anxiety.  I have had a few bouts of hypomania.  This was recommended to me to help anxiety and mood swings.  Within an hour of taking this medicine I was always somewhat buzzed and not in a good way.  Like you have to lie down and sleep or you will become extremely irritable.  The sleep was great on it, however you wake up in a fog for hours.  Usually until dinner time for me.  It really flattens you out so you don't feel much but emotionless and tired.  I took anywhere from 50 to 200 mg and the result was the same.  I am off now and trying safer meds.  Seroquel wasn't for me, glad it helps millions though!",0,61
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I was diagnosed bipolar about 15 years ago and have been on and off many medications.  I now have insomnia and Seroquel is the only medication I have found that will help me sleep (besides Geodon which gave me involuntary muscle spasms) I take 100mg a night. It does make me sleep a lot, which I really like. I usually sleep from 11pm to 8:30 or 9am.  Thankfully I don't have to be up early for any reason.  I feel so stable and happy and rested on it.  The reason I rated it a 9, instead of 10...major weight gain.  30lbs and it hasn't stopped.  I did recently try to switch to Latuda because of weight gain and I was miserable with no sleep.  I wish Geodon had worked because I actually lost weight on that.",0,40
Quetiapine,"<b>Seroquel (quetiapine):</b>			 This medicine worked at first, but after taking it for a few (2) weeks, I developed anxiety &amp; panic attacks. I've had panic attacks in the past but not like these. I wasn't afraid of anything specific; it was like a constant fear. Also, my heart would race so bad. I am being weaned off this &amp; switching to Zyprexa.",0,46
Quetiapine,<b>Seroquel (quetiapine):</b>			 Seroquel 100mg saved my life. For 9 months I did not sleep because of an anxiety disorder.  I tried to kill myself three times.  Finally i was given Seroquel and 130mg trazadone. I have been sleeping well and not depressed for ten years. It has saved my life I am so grateful. Did put on 50lbs better that than being dead. Very grateful.,0,59
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have tried just about every medicine there is to treat bipolar disorder, and Seroquel hands-down is the best one for me in terms of stability. However, the weight gain has been a problem. I gained 40 pounds on Seroquel. The good news is I've lost 16 pounds of that in 3 1/2 months. It's been hard work, but I am confident I can meet my goal of losing 48 more pounds over the next year.",0,49
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have bipolar, obsessive compulsive disorder, severe anxiety, panic attacks and I cannot shut my mind off without Seroquel. I take 800mg at bedtime and cannot sleep without it.",0,57
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have had Bipolar one for 8 years now. I use 50 mg of Seroquel, with 100 mg Lamictal, and 900 mg of Trileptal.  Seroquel is great for sleep, which is critical for me. I also use good sleep hygiene with the Seroquel to make sure I get my 8 hours every single night. I am managing my bipolar very well, and for this I am very thankful to these medicines.",0,34
Quetiapine,<b>Seroquel (quetiapine):</b>			 Seroquel is fantastic.  I've been taking it for bipolar and inability to sleep. The only problem I've had is severe restless leg syndrome.  That side effect is knocked out by 2 mg of Requip.,0,36
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 It worked well, my moods were more stable. The only downfall was that I gained 20 pounds. As a bulimic and anorexic this terrified me. I ended up going off of it to lose the weight.",0,28
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Works well, it has helped me out a lot.",0,22
Quetiapine,"I have bipolar II. It took until I was 41 years old before I found quetiapine. I am far more stable on this medicine than anything else I've tried. The only side effect is extreme drowsiness which kicks in 45 minutes after taking my medicines, and makes it tough to function the next morning! If that's the trade off for profound depression or uncontrollable candy coloured highs, I'll take it.",9,10
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have Bipolar I Disorder, and was prescribed Seroquel for insomnia and anxiety.  At only 25mg, it helps me sleep like a baby.  I get 8 hours of the most restful sleep I have ever had. It also helps with the racing thoughts and screaming voices in my head.  I cannot thank God enough for bringing this medication into my life.",0,121
Quetiapine,<b>Seroquel (quetiapine):</b>			 I was diagnosed with bipolar when I was 14 years old I am now 34 years old. I have been many different medications for my bipolar. Seroquel has been a wonderful medication. I take 1000mg at bedtime. I have been on it for almost 16 years. It works well for me.,0,73
Quetiapine,"I have just recently been taking this tablet I'm on a low dose 50mg I have been taking the tablet for 4 nights now so it's hard to really say much yet but this is what I have noticed I'm thinking much more normal now, I'm not agitated in stressful situations, I'm calmer than what I would normally be considering, I used to have suicidal thoughts everyday for the last couple of weeks since being on the medication I haven't thought about suicide and its got me up out of my slump and me doing things more productive I also was comfort eating when depress when I was not on medicines and now I feel I'm getting control and I'm not spending or making rash decisions or eating when I'm not hungry. I think quetiapine is helping I feel more balanced.",0,11
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 I take this medication for Bipolar II and it has been amazing at stabilizing my moods. I no longer feel filled with rage and irritability and no longer have issues with impulsive thoughts.  The big problem that I am having with this medication is horrendous weight gain. I exercise at least three times a week and eat well, yet I have gained 20kg (44.09 pounds) in the 8 months that I have been on this medicine.  Another issue I have is vivid dreams. But I think this is just a sign of getting deep and sound sleep - something I could never achieve prior to taking this medicine. It is amazing but a nightmare all rolled into one.",0,33
Quetiapine,I've been on 600mg along with 20mg of olanzapinne and 150mg of amitryptyline. I still get mood swings - not to the same extent as before but I still get them.  Sometimes I find it hard to be around other people because my mood reflects theirs so I try to keep away. On a couple of occasions I've been on a high and I've invited the local homeless to crash at my flat; both times I was robbed while asleep.  I'm considering Lithium as an alternative to my current medications but I don't see my psychiatrist for another month so I'll let you know then if there's any change.,7,1
Quetiapine,<b>Seroquel (quetiapine):</b>			 You can be very angry and go off on someone and then you take this medicine and then you think that you never went off on that person.,0,53
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I just started taking Seroquel(50mg) for now at bed time, and will eventually increase the dose to 150mg when told to by my doctor. So far, I have experienced serious trouble waking up the next morning, but my doctor says this will go away as I continue to take it. As a teenager, I can honestly say it has helped so far, and that I highly recommend it to others who have struggled as I have.",0,46
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I had great success at doses of 200-400mg. Anything above that and I black out an hour after taking it. I found out later I had been writing belligerent texts, yelling at my children, and verbally abusing my wife. Im going to ask for 300mg since it helped my insomnia, and made me content and happy the next day.  All without the horrible side effects listed above.  I have tried Geodon, it gave me severe tachycardia, and yet made me too tired to function. A horrible inescapable feeling as the tachycardia made sleep impossible. Zyprexa just made me fat and gave me restless legs so bad I couldn't sleep. Seroquel is best by far, but have your loved ones monitor you.",0,53
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I was prescribed 200-700mg for bipolar with psychotic features. At 200-400mg I slept well and woke up happy and felt content. Some symptoms remained, thus the increase to 700mg. At that level I had nightly blackouts where I would write belligerent texts to loved ones at night, and have no memory of it. I was horrified to learn of it later. I've tried Geodon and Zyprexa with bad results like drooling somnolence and tachycardia. Next doctor visit I will ask to be put on 300 Seroquel. I had good results at that level, and wish to return to that. Looking forward to it. I'm not on any anti-psychotic currently and I feel anxious.",0,32
Quetiapine,<b>Seroquel XR (quetiapine):</b>			 I was diagnosed with bipolar II about 5 yrs ago and I've tried everything on the market nothing worked for me except Seroquel. Right now I take 300 mg twice per day and I'm so stable. I'm loving it problem though with Seroquel is that its a major weight gainer. I would stop taking it on and off when I felt better but then would use other meds to bandage my symptoms...get back on then off again...until one day I decided to stop with the denial and allow someone to help me for real. I've been on it now faithfully for 9 months...but I've put on 60lbs! It makes me eat after hours in the middle of the night. I'm depressed because of the weight gain. So I workout at home at times trying to be more consistent. You have to work this medicine.,0,44
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Slight improvement in mood, yet still witness episodes of bipolarity/depression, sometimes lasting more than 24 hrs in duration (previously these episodes could last a week or more) not so down and out all the time, negative effect on sexual 'drive', no real urge to even engage with the opposite sex, let alone participate in sexual activity",0,35
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Took for bipolar disorder (for the depression). In small doses, this caused me to be too sleepy to function. When I took a large dose at night however, it knocked me out and I was good the next day. This really did help with the depression and mood swings. However, it caused significant weight gain. I had to stop taking this when a job had ended and I no longer had insurance. I fought insomnia for around 6 months, but after that time was finally able to sleep again and the weight came out. I would recommend this for someone who really needs it, but not until other medicines have been tried first with no success.",0,49
Quetiapine,<b>Seroquel (quetiapine):</b>			 I have found Seroquel to be very helpful in my life. I was on high antidepressant medicines but gave those up. The Seroquel helps me lead a normal life by allowing me to sleep and calm down after long working hours in a high demand job. I take 100mg before dinner which helps my appetite also. I would not take Seroquel during the day as I feel it would inhibit my ability to communicate at work.  From what I've read some interpolate the effects of the medicines in differing ways but I can honestly say it has saved me from a very dark place.  Expensive but worth the cost.,0,48
Quetiapine,<b>Seroquel (quetiapine):</b>			 I took Seroquel for a year and a half. I was diagnosed with bipolar disorder. I can say for the most part the medicine did help me. I was taking 50mgs because I have kids. It helped me along with therapy to deal with my depression. I had to stop.,0,21
Quetiapine,<b>Seroquel (quetiapine):</b>			 I was prescribed this for sleep and my doctor told me it has multiple uses and can be used for Bi Polar as well. Unfortunately this medication causes auditory hallucinations I am a 24 year old male and I will have to have a talk with my doctor about this.,0,33
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have bipolar problems and I'm taking 500mg Seroquel prolong once a day. It really has helped me on my mood swings. It's been five years now and I'm on methadone treatment too. I don't have any problems, I sleep pretty good now and I'm more stable.",0,21
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 I was one of the unlucky ones who's prolactin levels skyrocketed. I was only on 100mg, with a plan to ramp my way up to 500 over the course of 10 weeks, which was obviously vetoed when my chest started swelling quite noticeably. Lactation isn't worth what's essentially only a sleeping pill at &lt;500mg doses.",0,20
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 Completely non functional, just not for me, I cut the 25 mg ones into Quarters, ONLY if I'm a little too hyper before I go to sleep.",0,23
Quetiapine,<b>Seroquel (quetiapine):</b>			 Was prescribed this for voices and insomnia but is making sleep life and awake life a complete blur!,0,30
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 I've been in and out of mental health clinics for a long time..just trying to find something to slow my racing thoughts and make me feel like life is bearable. I've taken benzodiazepines..only to become drug seeking and take too many and need early refils, thereby being forced by prescriber to wean off. Done SSRI's with no effect whatsoever. Remeron made me gain 40 pounds in like 2 months time and didn't help me sleep. Marijuana made me paranoid. I just started some new therapy and was diagnosed with bipolar 2 and post traumatic stress disorder. She gave me Seroquel XR and my mind is calm and I sleep good on it. I'm still on a pretty low dose..going up to 100mg tonight and then 150mg on 2 days. Just hope I don't gain weight but so far I feel productive and my mind is quiet.",0,48
Quetiapine,"I have been prescribed Quetiapine for just over 2 weeks. I am on a low dose at the moment (50mg) daily and an extra 25mg if required for bad days. I have had years of depression, racing thoughts, suicidal thoughts, irrational behaviour patterns, manic episodes, extreme spending and impulsive major decisions. Although I have spent the last 12 years on anti-depressants, it is only very recently that the psychiatrist is treating me for bi-polar. The first 10 days were magic, deep sleeps, vivid dreams and no more racing thoughts, I seemed to deal with things better, more rational with my thinking. IT was the best I have been for years and years. But the last few days I have cried a lot and been very depressed, self loathing and quite snappy.",5,4
Quetiapine,<b>Seroquel (quetiapine):</b>			 Love Seroquel. Changed my life.,0,46
Quetiapine,<b>Seroquel (quetiapine):</b>			 This one is good for me.,0,27
Quetiapine,"<b>Seroquel (quetiapine):</b>			 They started me on 50mg twice during the day and 100mg at night and at first it worked miracles.  Eliminated my panic attacks, I slept regularly again for the first time in ages.  But over time the effects came back and as I'm typing this I'm even having a panic attack.  And now I am up to 200mg twice during the day and 400mg at night.",0,24
Quetiapine,<b>Seroquel (quetiapine):</b>			 Seroquel has been a medication which has helped me overcome many difficulties in life.,0,24
Quetiapine,<b>Seroquel (quetiapine):</b>			 Seroquel makes me feel like I'm on a level playing field again.  I don't feel like my thinking's distorted and I don't cry uncontrollably like I have all of my life.  I have gained weight but I'm fixing to start taking Topamax to counteract that.  If the Topamax doesn't work I will still continue to take Seroquel.  I rather gain weight and be able to cope with life 100% better than I did before.,0,53
Quetiapine,"<b>Seroquel (quetiapine):</b>			 After later years of my adolescence and early adulthood I was finally diagnosed (bipolar) and prescribed Seroquel along with lithium. Not only did I finally feel a sense of peace within myself I found that I no longer engaged in the reckless activity that I seemed to have no control over. This behaviour which caused so much grief and upset, nearly caused the breakdown between my family and which I nearly destroyed myself.  It does not get rid of my depression completely but they are not as bad and I find I can cope where as in the past I couldn't. I find that it's best to take it before bed as it makes me very drowsy which I find a good thing because in the past I found it very difficult to sleep. Hope this helps.",0,56
Quetiapine,<b>Seroquel (quetiapine):</b>			 Makes me feel extreme fatigue and cravings for sugar are too much. Not really sure its working for me.,0,21
Quetiapine,"<b>Seroquel XR (quetiapine):</b>			 I have had a negative experience on Seroquel. I do not want this to deter anyone from taking it, as everyone's reaction and experience on this medicine is subjective; I just want to put this out there for anyone who might be experiencing similar symptoms and reactions and may be hesitant to say it and to just relate my own experience. I am Bipolar 2 and have untreated ADHD due to the ADHD medicines causing manic episodes. I started Seroquel 2 months ago when I was having a bout of insomnia. I should state that I was on Wellbutrin, Lamictal, and Paxil, and was feeling good. I was productive during the day and upbeat. I was prescribed Seroquel for the insomnia and taken off all the other except Lamictal. I am now a zombie, depressed, sleepy 24/7.",0,23
Quetiapine,"I'm lucky as I live In the U.K. And we don't have to pay for our medication. Before I started taking normal quetiapine 600 mg at night for bipolar 1, I was completely manic. I thought the government was poisoning our food. Aliens from out of space were trying to take over the government. I was trying to invent a virus to take over everybody's computer to save the world. Couldn't hold a relationship. Family and friends disowned me because I was wild especially if I drank alcohol but just after 7 weeks of taking quetiapine I've totally got life In perspective and even laugh about the way I was. The racing thoughts are much more manageable. At first this really knocks you out. But say after 3 weeks it starts working or did for me.",8,16
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I was diagnosed with BiPolar Disorder 1 about 8 months ago. My doctor put me on Seroquel 100mg. I do have to take it at night due to the drowsiness it causes. It has made a dramatic change in the racing thoughts and negative self-image I felt. I've also had a marked change in my insomnia. I was misdiagnosed for a number of years, and couldn't understand why the other meds didn't make a difference. I wake up feeling rested. I did have some vivid dreams when I first began taking it. I also get the munchies, but they have subsided considerably in the last month or two, and have dropped almost 20 pounds. This is magical as far as I'm concerned! As well as the Seroquel, I also take 20 mg of Lexapro and 600 mg of Neurontin every night. Thanks!!",0,53
Quetiapine,Puerperal Psychosis: Made me extremely sleepy on a wide range of doses and basically took my life away.  Also made me gain weight even though I lost my appetite towards the end of taking it,5,1
Quetiapine,"I'm only 14 and I was diagnosed with bipolar disorder when I was 12. My parents really didn't want me on any medication, but after my last suicide attempt that almost killed me in the hospital, I had to be on it. It has helped me SO MUCH. I used to be on the verge on killing myself most days, but now I don't have suicidal thoughts as often anymore, even though my problems are still here. I can now actually sleep most days, I can concentrate better in class, I don't have racing thoughts as often, etc. I still get really angry sometimes though and a bit violent. I think the only thing I hate is that when it kicks in at night I feel awful. I'm currently on 400 mg.",9,3
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I was on seroquel for only a few weeks, but that was more than enough. I had hallucinations and gained a significant amount of weight in that time. It did help me sleep at night and helped with my racing thoughts, but that's about it.",0,22
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I am having Seroquel blues. Just recently my normal dosage of 400mg went 200mg more and that 200 I must take during the day. I am so frustrated trying to find out how long does it take for the body to get used to taking the medication during the day. I always feel like I am in slow motion and unable to be patient with others, having irritability and have to take naps during the day to overcome the drowsiness. I know this medicine is important because it helps with the mania, paranoia, and suicidal ideation.",0,24
Quetiapine,<b>Seroquel (quetiapine):</b>			 I had a bad reaction to an anti-inflammatory misdiagnosed as bipolar.  This medicine causes psychosis in an individual wrongly prescribed it.,0,18
Quetiapine,"<b>Seroquel (quetiapine):</b>			 This medicine is great for sleep and helping anxiety, but if you have responsibilities, work, school, kids, ANYTHING, then be prepared. I am only on 100mg and although I feel calmer and not so irritable, I just feel sort of dozed and no motivation to do anything, not even simple things like taking a shower or making something to eat.  I woke up this morning needing to go to the bathroom and it seemed like an overwhelming task and I was stumbling around like when you are drunk.  If you don't have to work or answer to anyone then it's fine because you can just space out and not have such negative emotions and feel better.",0,72
Quetiapine,<b>Seroquel (quetiapine):</b>			 Seroquel has been a very helpful sleep aid.,0,13
Quetiapine,<b>Seroquel (quetiapine):</b>			 I was put on Seroquel 300mg it worked great but after a few months started having severe constipation and bloating around the time I took it. Now on on another medicine to see if this resolves. Pray it does.,0,10
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Seroquel helps both manic and depressive symptoms, however is much better when combined with other mood stabilizing medications. Good for providing sleep, but it can be too sedating until you get used to it (just take it consistently and stick with it). Slight raise in appetite for carbs but nothing a healthy diet and exercise can't counteract which is what you should be doing if you have a serious mental illness anyway. A good first medicine to try, because it's a mood stabilizer (for both types of episodes), anti-psychotic, sleep medication, and anxiolytic! It's great for controlling anxiety and making you feel calmer, and means you don't have to take Valium or sleeping pills which can be addictive - whereas Seroquel is NOT addictive.",0,49
Quetiapine,"<b>Seroquel (quetiapine):</b>			 This is an update of my use of Seroquel. I have been on 800 mg./day for over a year now. My doctor had to keep increasing the dose due to stubborn anxiety/depression. My moods have calmed down a lot, not so many highs and lows. I do still see a therapist which helps with coping with life stresses and behavioral difficulties. I sleep a lot, between 8-10 hours nightly. I still take a small amount of Ambien just to help shut down the racing thoughts in my mind. I am having a hard time with my weight. I want to eat the wrong things all the time. I'm 15lbs. heavier now then I was before taking Seroquel, but the Wellbutrin I was on made me not want to eat ever again so I was way under weight, 125lbs. at 58' tall.",0,13
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I used to seek out and attempt to prolong manic highs, to the point where I was nearly oblivious to anything outside of the experience of the moment, and I was able to put off duties and worries comfortably in my own psychosis. The antidepressants I had been taking prior (sertraline, Wellbutrin) seemed to exacerbate my manic highs. Seroquel has taken the edge off of the manic episodes, and allowed me to deal with quitting other medicines. It is highly sedating, however I would say it has a very minimal effect on cognition. I was far more concerned with my thought processing while under the influence of 2 anti-depressants and Vyvanse for suspected ADD.",0,17
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Since I started therapy a year ago my bipolar 1 disorder has evened out, but I sometimes have manic, depressed, or both episodes. Also it has caused disturbances in my speech, and uncontrolled movements in my face, arms and legs. The benefits outweigh the risks though and I am satisfied with the way it has helped stabilize my moods.",0,13
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I've taken these pills since I was 19 and I'm 24 now. First I had to take 600 mg and I managed to low them to 450 mg. I wish I could leave them, but I have learnt  I need them.So far they have helped me a lot. I do wish I could fight anxiety, weird feelings on my legs while I sleep and the hunger I experience 24/7. But it's a love/hate relationship between this medicine and I. I hate it but I don't think I can ever quit it. Sad for me good for the pharmacies.",0,18
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I don't mind Seroquel, other medicines made my stomach sick, but Seroquel helps. Didn't like weight gain, so I'm dieting. It's better than Geodon.",0,9
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have been taking Seroquel (400 mg) for 8 years at bedtime for my bipolar II disorder - it works very well in calming the racing thoughts, the insomnia, the manic episodes and the overwhelming depression. However, it has caused some weight gain (20 lbs) and it does cause my heart to pound very hard about an hour and a half after I take it. Therefore my doctor has recently switched me to Geodon but I am still taking the Seroquel at 200 mg every other night because I was having withdrawal from stopping suddenly. Hopefully I will lose the weight I have gained on the Seroquel and will not experience the heart pounding side effect. Other than that, I highly recommend Seroquel. I give it an 8/10.",0,14
Quetiapine,"<b>Seroquel (quetiapine):</b>			 Was taking it for Bipolar, am also suffering from insomnia and this helped both very much!",0,18
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I've had bad reactions to every mood stabilizer I've tried, but this was truly the scariest. I had to withdraw from college because I was sleeping constantly, crying for 8 hours at a time, and hallucinating. I eventually became suicidal and landed myself in the hospital for 2 weeks. I know that everyone reacts differently and finding the bipolar cocktail is a painful trial and error process, but if you have this experience, I wanted you to know you are not alone.",0,49
Quetiapine,"<b>Seroquel (quetiapine):</b>			 At age 19 I have been taking Seroquel for more than a decade, as I was diagnosed with bipolar disorder extremely young. Seroquel is not a quick fix for an incurable syndrome that those diagnosed will continue to have to live with for the rest of their lives. Seroquel did not fix my sleep problems completely, although it did at first. Now I have to take extra sleep medication to quell my continually racing thoughts. I am still moody and I still do have meltdowns, but the frequency has decreased drastically. What Seroquel and other antipsychotics allow you to do is function in daily life to the best degree possible. I'm not saying everyone with manic depression should take it, because bipolar disorder is a different experience for everyone.",0,24
Quetiapine,"<b>Seroquel (quetiapine):</b>			 I have been taking Seroquel 200mg for over a year for Bipolar Disorder. After years of taking antidepressants I couldn't figure out why they weren't working.  I was having really bad manic episodes that would last days to weeks, in which I was staying up for days at a time, spending money I didn't have and extreme OCD.  My anxiety and mood swings were spinning out of control and I was failing as a mother.  I started therapy and Seroquel and noticed an immediate difference in my manic episodes and insomnia.  I gained weight at first but have since lost it over the course of the year.  I am taking Aderrall during the day and I am back in college, working as a full time accountant and am able to relax at night with my family.",0,31
