Drug,Review,Score,Likes
Latuda,"I remember going into a deep depression where I didn't want to live anymore. Being from an african background it was hard to explain this to my family as they don't believe in things like depression. This made things a bit worse for me. I would have panic attacks at work and suffer from racing suicidal thoughts. One day I had a psychotic episode and ended up being sectioned for a month. I refused medication at first because of all the horrible stories. However, I gave in. I started on 20mg then it was upped to 74mg. This was the greatest decision of my life. I have never felt so happy and grateful for my life. I can laugh again without faking my emotions, i can eat again I can sleep again. This is a miracle drug!!!!",10,47
Latuda,"After years of thinking life was over and I would have to live with paranoia in public, voices in my head and uncomfortable horrific feelings for life I tried this and within a month it evenly spreaded what I was once missing in my head from being traumatized by the death of my grandpa. At first my tounge was numb and anxiety was high the next day after taking 40mg at night with food but taking serequel or hydroxzine every 6 hours frequently they coordinated perfect with each other and through out my experience I forgot about the thoughts, delusions, and was able to live my life care free as my psychosis being a bad memory",9,24
Latuda,"I have been taking this medication for 2 years now. First year, it worked like a wonder pill. Minimal side effects such as nausea and drowsiness after in jesting it. Some times I would have a feeling of impending doom like if my life was going to end after I took the pill. Later this medicine turned out horrible. I don't know what a night sleep is. It causes me severe insomnia. I feel always tired even after sleeping 15 hours.  I'm suffering from a severe depression from this medicine. It makes me irritable and angry. It drains me of motivation.  The only thing I can say good about this medicine, is that it has caused me no weight gain whatsoever. This medication drains me from being able to live life.",6,19
Latuda,I was put on Latina by my doc along with my geodon. Couldn't eat anything or I threw up everything including my other meds I got extremely psychotic so once off it I felt a whole lot better with a small amount of seroquel added instead,0,8
Latuda,"Horrific experience. Was only on it for 1 week (40mg). Muddled thoughts, numb tongue, restlessness, severe insomnia, nausea.",2,14
Latuda,"40mg for Schizoaffective Disorder: Somewhat improved my paranoia, insomnia and intrusive thoughts. However it made my body feel extremely tense and agitated. I can hardly describe how horrendous this feeling was, like every cell in my body was screaming, like I needed to physically explode. I would try to pace around to relieve it, but nothing worked, and I felt exhausted at the same time, so I would lie down, but the feeling was unbearable so I would get right back up again. It was maddening. My pdoc gave me a beta blocker to make it go away, but that didn't work. After a month on this med I just quit it cold turkey as I was terrified of it, felt like I could not handle one more night of feeling that way.",3,19
Latuda,I put a 5/10 rating because I have just started taking Latuda 20mg. The only side effect I have noticed is feeling drowsier than usual. I am most likely going to give it 1-2 weeks before jumping to the conclusion that it doesn't work (as I was notorious for doing that after like 2 days of taking the medication). I am also taking Wellbutrin 300mg and Trazadone 50mg. I find I take Latuda after dinner or late snack as it does make me drowsy. However the Trazadone is like a miracle drug for me. Before I was taking it and when I took a break from it when I couldn't afford them at the time I had the most restless sleeps imaginable. Was skeptical about starting Latuda as I am also taking 2 other medications. But Psychiatrist said it was safe.,5,10
Latuda,We have heard of the Latuda 20-40 mg restlessness/sense of muscle quiver being controlled by a small .5mg Benztropine daily dosage taken with the Latuda.  Both were taken in evening as it seemed to help with sleep. I believe Benztropine may normally be given for Parkinson. This was suggested by an experienced Psychiatrist who reviewed medications looking for one that had the side effect to address and to help with the sense of muscle quiver.,9,18
Latuda,Works great. Took away the voices I was hearing. I don't really experience side effects.,10,26
Latuda,Needs to be taken with food. Worked well for about a year then It gave me random bouts of severe depression and fatigue. I think when I was taking this I had more homicidal thoughts. Thank GOD I don't suffer from these side effects anymore. I'll stick to my abilify.,2,9
Latuda,"I have been taking 60mg for Schitzoaffective disorder. Have come off Flupenthixol and am now coming off Seroquel. Best I've felt in years. Much happier. Delusions are gone, not hearing voices or misinterpretting things. I take it in the morning with food but have found when I drink Jamacian tea I throw up and have a swore stomach at night. Have switched to decafe tea with lemon juice.",10,25
Latuda,After yrs on with a number of meds all these arguments in my head are starting to quite down some and starting to make sense 50 pounds later and completely isolated from the world feeling like I can make a reality check and at least have hope of a better and brighter day just checked out after an episode and hope they got it right finally. Started @40 and just ate and took my first 60... Feeling positive at least with sample packs,7,18
Latuda,"One day at work I felt an explosion in my head after that i thought that undercover cops were watching me following me couldn't sleep at all eventually had a psychotic break Checked in to Psycho ward released and prescribed Zyprexa. After gaining about 50 pounds and feeling like a zombie I tried latuda within a couple weeks started to feel better. I had much more energy sleeping a normal 6-8 hours wakeing up refreshed and ready to take on the day,confidence back able to go out in public.after a few months with an active life style all the weight i had gained on zyprexa fell off. normal again Great.  Side Effects: memory loss,dry mouth. Dose:20 mg night",10,57
Latuda,"After a casual conference with the people arguing in my head, we decided to give Latuda a try.  My first 20mg pill went down my esophagus without any problems whatsoever.  I have high hopes for this drug therapy.  Blessed Be.",10,34
Latuda,"I've only been on this medication for 2 days but at 60mg once daily it dries my mouth out terribly and my mind is blank when around people. Hoping to move down to 40mg and if that doesn't work 20mg, If my doctor lets me. Trying to get the right dose is so stressful.",1,19
Latuda,I only started this yesterday and today I already can feel that things are easier to deal with!! I'm looking forward to feeling somewhat normal.,7,28
Latuda,So far the med has me feeling terrible akasthia when I take it at night. Im switching from risperdone 2 mg to latuda 80 mg and I dread taking the pill at night because I know I'll feel like im jumping out of my skin,5,21
Latuda,I took latuda with Lithum and ended up in the hospital for 2 months. I don't know if it was the mixture but I was doing all right on Lithum. When I Started Latuda I started to fell funny not myself. When I was in the hospital I lost movement in my body and I was going down hill fast. After about 4 weeks  I started going the other way but I needed physical and occupational therapy to walk and move my arms plus my breathing was no good. This was the end on December and here it is June and still going though therapy. Not a good experience with Latuda.,1,25
Latuda,"I take several meds for my mood disorder. It is difficult to truly evaluate the medication fully, but also I just started it one week ago. I am taking Latuda 40mg and I plan to ask the doctor to adjust it to 80mg. Some people experience restlessness which can be controlled with a sedative or congentin. I am still tapering off of Zyprexa and I am noticing some moodiness, but I also take Adderall which helps me concentrate and stay focus around people which is my biggest fear. I hope it works out for me as it does for others to.",7,26
Latuda,Just started it today. Doctor wants to stop the Haldol and taper off the Zyprexa. I also take something for ADD which helps the intrusive thoughts which then allows me to finally concentrate. No nausea as others have stated and just a mild sleepiness. See doctor in 2 weeks.,8,22
Latuda,"I have suffered for 8 years been hospitalized and tried many different  meds with side effects varying and different levels of therapeutic results for my schizophrenia/bipolar disorders.  A few months ago I had a severe schizophrenic episode was hospitalized and went from a high dose of Seroquel to a high dose of Abilify.  Once home, I experienced severe muscle spasms, insane restlessness, and weight gain. I knew I could not tolerate the medication but I wasn't stable enough or even completely to a good baseline despite the high dose.  My doc introduced me to Latuda and it was a miracle pill almost immediately.  My weight continued to creep up on it but that is my only complaint. I take 20 mg with no nausea or side effects.",8,30
Latuda,My daughter is on this med she is 23. Her dr. Told her to take at dinner time  300 calories or more she eats about 6 or 7 because it makes her a little tried. But she still love doing things outdoors . I thank god for this med. It works for her.,8,33
Latuda,Since starting latuda at 20mg a day and now up to 120mg a day. My life has more balance and no depression. My only concern is my psychosis is still the same but my hallucinations have dropped off.,9,29
Latuda,"I am on day #10 of this medication and the side effects are very minimal although I am having trouble sleeping. My sleep patterns have been affected. I feel more energetic, as If I have to be doing something. My mind will not stop repeating the same thoughts, over and over again. I am also very hungry and have an increased appetite. It does however, cause me to think about things differently as I know what my general reaction to things would be, or have been in the past, but, it allows me time to think of an alternative besides being explosive. It has calmed me, and more than once, has helped me to cope with a situation differently and more calmly. Overall, I think I'm doing well so far. I plan to continue this medication for some time.",8,29
Latuda,"My wife started getting non-stop dark and intrusive thoughts. Diagnosis was psychotic depression or atypical bipolar depression with psychotic features.  She took Latuda for three weeks, and it simply didn't work at all. The only thing good I can say is that she didn't suffer any side effects. She went from 20mg to 60mg.",1,32
Latuda,"Latuda is the best mood stabilizer there is. At least for me. It certainly does not act like a stimulant towards depression and nor does it act like an SSRI. The medication is awesome because it feels more like a mood stabilizer than saying it's an anti psychotic even though it is, Latuda helps everything. And the side effects are minimal. I would recommend this medicine to who has depression, paranoia and bipolar disorder.",9,82
Latuda,I suffer from schizoaffective disorder with bipolar tendencies. Latuda can cause severe breast pain on high doses.  Definitely helps stop voices and completely resolves depression.,10,66
Latuda,"Latuda was good at demolishing my hallucinations. I took Latuda for schizophrenia and bipolar disorder. However it didn't help my mood- it made it worse. Brought me either mad or deeply and dangerously depressed. It also made me have a large allergic reaction in my mouth, sores and bleeding.",7,36
Latuda,"I have been taking Latuda for about two years now and I must say that it really works good for stopping the voices in my head. I also do not get depressed anymore like I was without the Latuda and my Bipolar disorder is a lot less hectic. I recommend this medication to anyone who might be suffering with Bipolar, Depression, and Scizophrenia. Latuda really works.",10,97
Latuda,I've been on it for about 12 days..I'm also on Luvox..so far I don't see much benefit out of it. It's made me extremely tired and hungry..2 things I hate to be..I'm really hoping with some more time it improves because my anxiety is horrible and a few years ago I was into heroin and Xanax so I don't want to fall down that road again. The Luvox definitely helped but not enough..I'm also only on the 20mg of Latuda right now. How long do you think it takes to get the full effect?,2,18
Latuda,"Latuda is the best thing that has ever happened to me. The only thing I can complain about is the price and the zero appetite it gives me. It does cause severe drowsiness about 2 hours after taking it from me, but when I wake up I am refreshed and full of energy. Which is something I have never experienced. Being schizophrenic since I was 7, how I feel today is a God send. Thanks to Latuda I am finally starting to form a life.",10,115
Latuda,Latuda has been very helpful to me. I have not gained any weight. The symptoms have lessened to the point where I am much more functional and can follow my daily routine. So far so good.,9,65
Latuda,"In my opinion only, this medication has marginal efficiency in treating the positive and some negative symptoms of my psychosis. This medication help me think better and organize my thoughts more clearly, along with significantly reducing most of my delusions. However, from my personal experience I do not feel that this medication is very effective in treating depression, or depression related issues such as crying and getting angry easily. Otherwise, this medication also has some positive effects in treating bipolar symptoms.",8,44
Latuda,"Excellent medicine in my experience. I've been taking it about 6 months. I'm now working and going to school full time. Anxiety has improved significantly, almost to pre-illness levels. I feel great cognitively (creative, zero psychotic symptoms, memory seems pretty sharp). Although I've never really gained weight on Risperidone for 2 years was relatively weight neutral. I've actually lost 5-10 lbs. since taking Latuda, pretty much without trying. The one minor annoyance would have to be that it requires 350 calories for full absorption and it puts me to sleep about an hour after taking it. I end up eating a small meal/snack before bed every night (yogurt, nuts, etc.).",10,81
Latuda,"I've tried many antipsychotics in the past like Risperdal, Geodon, Abilify, Saphris and Seroquel. My favorite has to be Seroquel. Latuda compared to all atypical antipyschotics is better tolerated than most second generation atypicals and it doesn't have the drawback of extreme akethisia like Geodon. Also glucose and lipids levels changes where compared to that of placebo so I'm happy to say this purchase was worth it.",8,40
Latuda,My daughter takes 40mg of the Latuda. You should always take it with your dinner no later then five or you will be tried in the morning. This was told to me by her doctor. She has been on this medicine for about 7 months. She sleeps well at night.,6,58
Latuda,This is the end of the second month on Latuda and I like it because there aren't any side effects.  I sleep less than I did on the many other medicines I have tried.  I'm finally losing weight (with the other medicines I'd gained 40 lbs).  Overall I have more energy with this medicine and it seems to be very effective.  I take a 40mg dosage.,10,76
Latuda,"This medication did not work well for me. I keep hearing voices while I go to sleep. It seems like the medication only works for 3 or 4 hours. Then, it stops working. I am also having a problem with center of balance with this medication. I keep having mini-vertigos. I saw the other ratings and I was tempted but this medication just did not workout for me.",4,62
Latuda,"2 weeks ago I had a severe psychotic break despite both Abilify and Geodon. To avoid hospitalization, my doctor and I usually add Zyprexa, but I wanted to avoid the rapid weight gain, though it is otherwise a miracle drug. This time we tried Latuda. Within about 5 days my thoughts were much clearer, my energy higher, mood brighter. Overall Latuda seemed the medication I had been looking for: Zyprexa without side effects: no weight gain and no extreme sedation (in fact the opposite): I sleep fine at night. I do at times take a little Ativan, at night but not always. And I wake in the morning eager to rise and meet whatever the day brings. In short, I haven't felt better and more hopeful than this is a very long while.",10,120
Latuda,"I have been taking this medication for almost a month. I had a good experience at 40mg and opted to try the higher dosage of 80mg. It has been nothing short of amazing. I have been on every AAP except for Clozapine with mediocre to average results.. even in combinations. I do take the 80mg of Latuda with 300mg of Seroquel XR, but the Latuda has made a huge difference cognitively.",10,99
Latuda,I have been taking Latuda a little over a week. So far my experience with this medicine has been a positive one. I started out on 40mg but a few days later I was switched to 80mg. So far the only side effects I've had are an extremely dry mouth and loss of appetite. I am also taking Lithium and Artane. Will post more after I've been on Latuda a little while longer.,0,94
Risperidone,"I was on Risperidone for 5 weeks, the first 2 weeks were a struggle but by the end of the month it had really tackled my anxiety and hallucinations. It did make my paranoia really bad for a week but apart from that I was starting to feel okay again. I had to stop as I started to lactate and as a 20 year old I found it quite distressing so I was swapped to aripiprazole, I hope this one works as well as risperidone did!",8,1
Risperidone,I was put on this about 2 years ago! I was hearing things and seeing things and completely lost my mind and was admitted and this is what they put me on! At the time it saved my life and made me feel normal again! But as time went on I noticed I didnt get excited about anything anymore I had no emotions! I gained a lot of weight I went from 150-210lbs. I stopped having periods. It made me have the worst anxiety ever. Im currently weaning myself off of it! Come to find out I had an over active thyroid and had radiation done and was told I can come off this medicine! So it was my thyroid that made me go crazy and put on this medicine! Im glad to say Im coming off of it! Im ready to enjoy life and have my feelings back! Hope this helps someone!,5,10
Risperidone,"<b>Risperdal (risperidone):</b>			 I was admitted to the hospital and prescribed Risperdal. I recently went from 3mg to 2mg. I've been having really bad swallowing issues on this med and we're hoping the lower dose helps with this. Otherwise a great medicine for me I've been active in the community and able to control some of my unusual thoughts. I would recommend this medication, but be cautious of the side effects. I've been on the med for 2 years now. I gained 40lbs and remarkably I was able to lose 50lbs since starting Risperdal.",0,11
Risperidone,This drug made me depressed even though it took care of the hallucinations and delusions. Im remembering my horrible past all the time and resting the whole day.,1,3
Risperidone,"Simple tasks such as brushing teeth, bathing, etc. IN THE MORNING have become difficult. What does this medicine do to patients? Will I be impaired for life? Should I stop taking this medication? Will the side effects persist after stopping? Oh, Im miserable. I cant do anything.",1,3
Risperidone,"Im helpless as I cant think anymore. There is no more excitement! There was a time when Id feel happy about nature. I loved going for walks, when I was in London Id go out. I was in bliss. Suddenly Im sinking... its helping me so much by removing psychotic thoughts (all gone) yet its ruining my happiness. I ask: is there an alternative? I want my happiness back, I want to be able to exercise again, I dont want that fear of going out, I want to be able to think as I read... Ive lost interest in movies, music, studies and sports. Has anyone felt so tired on it? Has anyone been sprawled on bed like me the whole day doing nothing?",3,7
Risperidone,ok and good price .,7,1
Risperidone,"The problem with this medicine is that while it is supposed to treat depression and works wonders to remove hallucinations and unwanted thoughts (some, at least), it makes one so tired and lazy that one becomes depressed in the process of being so tired! This is truly a conundrum. It made me extremely demotivated as I lost all interest in movies, exercise and study.  Yes, the benefits of Risperidone are immense but I would not go so far as to say that they outweigh the side effects. The side effects are lethal. They hit right at the body and mind, and that is a big problem. Not to mention the weight gain that occurs because of inactivity and excess sleep. I find it really hard to shave in the morning! My mornings are the worst. I just can't get out of bed.  Yes, it makes one sleep VERY well. There is no doubt about that, yet it is the TIREDNESS which is a big problem. I don't know why drug companies can't figure out a way to make a medicine that does not have such side effects.",1,2
Risperidone,A while back I was prescribed resperidone 1mg for psychosis and was forced on it. I developed extrapyramidal symptoms   Parkinsonism from it. I saw a neurologist he prescribed amantadine which is helping. I was misdiagnosed anyway.,1,2
Risperidone,"I was diagnosed with paranoid schizophrenia 25yrs ago and was taking clozapine 75mg since. The only side effect was that I felt discontinuity in thoughts, laziness in mind and irritability. For the last 2 yrs I am on scizodon 1mg (resperidone) in addition to my clozapine dosage, and from the very next day all my negativity vanished, my anger disappeared, I have clarity and continuity of thought and calmness. I am a lot happy now I can say.",0,2
Risperidone,<b>Risperdal Consta (risperidone):</b>			 I don't have a problem on ripsedal consta except in Canada it is being discontinue and that is causing me stress.  I have been taking risperdal consta for the past 12 years and it has been working miracles for me! I  don't even have a weight gain issues but we regularly exercise/work and take supplements!,0,4
Risperidone,Sandoz is great because I quit to get the weird anxiety after being on Sandoz and I had with others resperidone brands. Let me explain myself. I had a type of anxiety with other risperidone brands. At times I felt like to repeat words what others said in conversations. I become a weird person. One time when I didn't say good morning to a neigbour outhside nextdoor to me and I had obsessive anxiety about this event and went to the neigbour's home and apologize. Thank godness for Sandoz. My theory is that there's additional rubbish in other brands.,9,6
Risperidone,<b>Risperdal (risperidone):</b>			 I started out on 1 mg and went all the way up to 4 mg then all the way back down to 1 mg again. Currently staying at 1 mg in order to have semi normal cognitive function. When I went up to 4 mg. I was catatonic for 6 months until the dose got lowered down to 1 mg. Everyone is different but felt like it shut my whole brain down the bad AND the good. Good luck.,0,16
Risperidone,I am on this medication now for about 8 months first I experienced some bad side effects like difficulty  of swallowing and some other side effects now its good not a major difference in my life but stable,6,4
Risperidone,"I have been on 4mg of risperidone for about 10 years and have felt stable and normal for a long time. I also use Alprazolam or Xanax for my anxiety disorder which keeps my mood and thoughts happy and very social. Nothing else has worked I've tried Zoloft which was terrible for me, now I am trying Abilify will tell you how it goes with that but I always fall back to Risperidone!",10,5
Risperidone,This medication worked very well for my condition.l stopped this medication immediately as l developed severe neurological symptoms like parasthesias in the feet and blurred vision,5,3
Risperidone,"<b>Risperdal (risperidone):</b>			 I have Psychosis NOS  (Not Otherwise Specified)  and I am currently taking 2 mg. once daily. My temperament is better. I am not as easily agitated and sleep better at night. Prior to Respirdal I had severe insomnia and was easily moved to anger. On the down side I gained 20 lbs in about 2 months, my affect is flat and my energy level is very low. I force myself to exercise but I seem to be experiencing muscle tiredness and some coordination problems. I plan to speak w/ my doctor for med adjustment.",0,23
Risperidone,<b>Risperdal (risperidone):</b>			 I was forced to end taking haldol 2.5 mg/night after 27 1/2 years -over 10000 days- because they stopped making it. I was prescribed risperdal. I started at 2mg a day and they reduced the dosage to 1 mg. I also stopped cogentin and Prozac because of strong discomfort. After around 40-50 days of risperdal I didn't sleep as well and felt utterly horrible like a zombie- like it was torturing and destroying my brain. I came to my senses and rid myself of all medication whatsoever since it seemed to be harming my brain and not helping me sleep and have recovered from all mental illness in about 5 days and am getting somewhat less sleep but feel a lot better overall. So the medicine was good in that it convinced me to get rid of it and all medication and completely recover. I believe people who take risperdal should be reviewed after 30-50 days or so and given the option to stop taking it and maybe all medication if they have horrible zombie like side effects like I did.,0,24
Risperidone,"<b>Risperdal (risperidone):</b>			 This has helped a lot for my daughter's hallucinations. She was not diagnosed with schizophrenia, so her hallucinations are related to either her epilepsy or something else. There have been a couple of times where she stopped taking it because she felt better, but then the hallucinations would come back. She had to go on the highest dose after she stopped taking it the first time, so if you find this works for you or a loved one, just make sure they don't stop abruptly.",0,16
Risperidone,"<b>Risperdal (risperidone):</b>			 Just my experience, your mileage may vary. Odd tunnel vision as it takes effect. After about 2 weeks, expect your wife to be very  unsatisfied.  If your job involves mental math or coding, this will become much more challenging. It dulls your emotions even beyond what your horrible affliction will. I became an impotent robot with no processing power. The cure, at least for me, was worse than the disease. I have since learned to ignore, or at least recognize and not take them as absolute reality. Mental gymnastics and proper training are equally effective; the side effects of Respirdal are life altering in a bad way.",0,25
Risperidone,"<b>Risperdal (risperidone):</b>			 My husband was just prescribed this however he is ALREADY drowsy, unmotivated  and gaining weight. I am looking for a better option for someone who has been hearing many voices for years??? Please help",0,4
Risperidone,"It was good to calm me down at first, but stopped working within a month and I wake up during sleep many times from it. Your nose will get clogged heavily by this medication, so get a humidifier if you are planning to get on it.",3,3
Risperidone,"I passed out with this drug, it slows my thinking process down, my heart rate palpitates, I cant breath sometimes",1,4
Risperidone,"I had a period of psychosis and I started taking resperidone last march and I haven't had any relapses.  I have gained a couple of pounds, I am worried that I also feel emotionally flat.  Don't know if I should try 1 mg instead of 2mg or eventually ween off out of fear of a horrible relapse that would ruin everything. I  felt anxiety increase at doses higher up to 6 mg.  Still suffer from anxiety and worry over basically everything.",9,5
Risperidone,"<b>Risperdal (risperidone):</b>			 I got put on this medication for psychosis, delusions in  December of 2017. I started at 0.5mg and slowly raised to 3mg. So far, this is a decent drug. I feel like the way I was before my psychotic episodes began, and it's very nice. The downside is high prolactin levels and slight weight gain (roughly 10lbs). My doctor and I are in the process of getting off of it (currently at 2mg) but this drug did the trick to placate delusions. I would recommend but not for long term.",0,9
Risperidone,<b>Risperdal Consta (risperidone):</b>			 Can't play sports any more on med. Can't think straight. Constantly tired. Don't even have enough drive to bathe myself. This drug suppresses me in all aspects. The schizophrenia isn't even that bad in comparison to this. It's torture being on this. One day society will see how bad we were mistreated .,0,26
Risperidone,"I am now thinking that after 15 years  of being on Risperidone it might actually be the cause of all my weight gain, dont get me wrong I always had a weight problem before the pills but thinking about it I have gone from 120kg to now a whooping 240kg. There must be some hope for me I will try a high protein diet. It's like I always have the munchies and my mouth always craves food I am on 2mg a day if that helps.",5,7
Risperidone,<b>Risperdal (risperidone):</b>			 Was put on risperdal when first hospitalized and diagnosed with schizophrenia. Gained about 100 lbs in a year. Felt dull cognitively. Slept the majority of the day. No psychotic symptoms. Delusions and hallucinations gone. No agitation. No anxiety tremors.,0,12
Risperidone,"<b>Risperdal (risperidone):</b>			 I was prescribed Risperdal after voluntarily admitting myself into a psychiatric hospital in Connecticut back in '17. Risperdal was the first antipsychotic drug that I was administered during my stay, and while I did experience some relief from my anxiety, I would say that the side-effects were more negative than positive. Upon entering the hospital, I was aware of my surroundings and completely aware of reality. At time I was also unsure of my own diagnosis so it wasn't easy taking the Risperdal. I was officially diagnosed with obsessive compulsive disorder and paranoid ideation. Upon release I found the side effects to be negative. I was sleeping the majority of the day at my house, and had a difficult time finding motivation to leave the house. Drug is incredibly powerful and while I think it can be used for very severe illnesses, I wouldn't recommend it until someone is thoroughly evaluated and the proper diagnosis is made.",0,15
Risperidone,"<b>Risperdal (risperidone):</b>			 This is a life destroying drug.I have anger issues and this drug was mixed in my food by my family. I couldn't read a book, enjoy music or watch TV .My thought process became impaired.I suffered from the worst kind of akathisia, endlessly walking for seven months and had suicidal thoughts. I became drowsy, lost all motivation and couldn't care about anything. I was able to come off it after a great struggle and remained drug free for eleven years and was able to enjoy all the things I couldn't because of this drug. Unfortunately, however, my siblings have again mixed it in my food as I had to stay with them. All the side effects are back and life feels like a nightmare devoid of purpose again.",0,21
Risperidone,it does absolutely nothing to help with hearing voices..it makes you eat too much &amp; it's honestly making me psychotic &amp; delusional.  But who knows it might be because I'm schizophrenic.. it doesn't help at all I don't like it ..need something stronger to help with hearing voices,4,7
Risperidone,"<b>Risperdal (risperidone):</b>			 19 years old, using 2 ml instead of 3 1/2ml and actually  4 ml was  initially prescribed by a psychiatrist.  It was  because I was hearing voices and was paranoid and smoking marijuana almost every day for a period of 6 months.   I got  as side effects stiffness, spasms, trembling, increase in saliva, decrease in sexual ability.  I have been taking now 1 pill every other day until I don't take it anymore since the doctor said that I had to take it at least for a year without smoking to find out if the problem goes away.   I'm looking for another pill to control the these symptoms and I am not smoking or hearing voices anymore. Read all the comments but I do not constipate or gain weight. Since I lowered the dose I am more sociable, smile and confident but the spams worry me since they happen like 3 or 4 times a day.",0,7
Risperidone,"<b>Risperdal (risperidone):</b>			 This medication saved my life. Been taking it for two years following two very difficult psychosis episodes and my brain is a mess without this medication. Without it, I have very weird and intrusive thoughts about the nature of reality. Paranoid thoughts are all but gone as well. The only side effect I noticed is weight gain, which I honestly don't mind.",0,14
Risperidone,<b>Risperdal (risperidone):</b>			 I was forced into a Canadian mental hospital in the late 90s when I was 13 years old (I'm male by the way). They woke me up in bed and gave me a cup with pills and told me it was to help me with sleep. It was later on that they told me that the pills were risperdal. When I was on Respirdal I gained a lot of weight and was drowsy. I even developed minor gynecomastia that still remained 3 years later. I'm in my 30s now and the gynecomastia surgery isn't covered by any insurance companies. What was covered was the ultrasound and mammogram. I don't have the money to pay for the glandular breast tissue removal surgery. People notice my male breast growth and tell me that I have breasts. My doctor says my gynecomastia is noticeable when I take my shirt off. People who know me notice breast growth through my t shirt. Can the Canadian Government cover the cost of breast removal surgery if I am required to take antipsychotics that side effects are that grow breasts.,0,12
Risperidone,<b>Risperdal (risperidone):</b>			 I find it helps in terms of what I wanted with the voices and all but the side effects make me very drowsy and tired and I can barely muster the energy to do anything in my day. My moods been pretty low or up and down too. I find myself to still have a slight paranoia of others. Even when I first starting the meds the first few times I believed I was being poisoned but I usually felt like everyone offering me drinks or food were trying to harm me so not really anything new there. That part has calmed down a fair bit. I hope one day they can find a way to completely rid me of this so I don't have to rely on medications all the time cause I sometimes forget to take them or  I can't find them on occasion. I'm glad I'm back on them though after I was initially told by the mental hospital that I'm not to have them anymore which mucked me up. I hope I'm not forced to stop again cause this is honestly my peace.,0,10
Risperidone,<b>Risperdal (risperidone):</b>			 It did nothing for my delusions and psychotic behavior. Made me gain 40 lbs in 2 months. I now have restless legs and arms that havent gone away even though I am not taking it anymore.,0,8
Risperidone,"Made the voices (audible hallucinations) go away after 4 weeks, which returned my life back to normal. But it made it impossible to get an erection. Also made me more sleepy and tired than usual.",8,4
Risperidone,"<b>Risperdal (risperidone):</b>			 This drug did not react well with my body chemistry, but I didn't have any delusions on it or for 4 years afterward. I gained over 120 lbs in a year  and a few months on it. I slept about 14 hours a day. It made me apathetic, not a normal trait for me. I just didn't care about things. I stopped having my period and developed a lot of symptoms of metabolic syndrome. Oh, I had major carb cravings, like for fast food pizza, that I never usually have. I didn't feel like myself. I have been diagnosed with different things but believe I have major depression with psychotic features.",0,8
Risperidone,<b>Risperdal (risperidone):</b>			 I was taking this medication to combat features of psychosis with my depression and PTSD. It made me start lactating and gain like 10 lbs. it worked well for my paranoia and nightmares though!,0,8
Risperidone,Had psychosis 2 months ago. Was started on Risperidone it helped resolve delusions within a few weeks. Also prescribed lithium simultaneously. Started noticing side effects after 7 weeks on both including mental uneasiness and restlessness.  Dr said wean off both so went from 2 to 1 mg Risperidone.  Had bad withdrawals from 1 to .5mg so holding for now.,6,2
Risperidone,"I started with four mg of risperdal, it went up to 7 mg per day, with those seven pills I don't feel like me anymore, none of the ideas or thoughts are there when I take them, but I also lack motivation, I'm just alive but not living. It's been reduced over the past 2 years, now I take 3 mg of risperdal with 2 antidepressants. I tried several antidepressants with them but I still lack interest in life, I know its not the same for everyone, but in my experience for those with depression and or have tried to kill themselves at least it will keep those thoughts as that, just thoughts",5,5
Risperidone,"Ive been on it for four years, 33 years years old now, for depression and schizophrenia. Works well with concentration, thinking and understanding things (I'm doing my second degree in veterinary medicine) problem is becoming 100% rational and have no emotions. I am nowhere the person I was before, my voice , laughter, humour, interests have changed dramatically. Getting off is extremely difficult with this drug, but I have to after the initial boost I now see the downside of feeling no love and empty all the time.   Gained little bit of weight but I don't exercise so that might be it. No libido or sexual interests, none.   If you want to change your life its a good drug, if you want to keep a bit of YOU then its the wrong one.",0,12
Risperidone,<b>Risperdal (risperidone):</b>			 This drug works for psychotic symptoms but its terrible in many ways! For example sexual dysfunction... I'm switching to abilify in a few months and hoping for the best.,0,4
Risperidone,"<b>Risperdal (risperidone):</b>			 Three years of constipation on the meds just broke some mechanism related to bowel movements three years ago when I was on them, now on or off them now I don't go. I've read hundreds of other cases of this happening with this. I also have severe IBS from the meds and can't eat anything but fruit and vegetables without problems. Brain damage : I attempted to come of this med (risperdone) and tapered and still ended up with bad brain damage. I no longer have much in the way of thoughts or can think complex things, or higher processing, I can remember very little (I was incredibly smart before) this is the number one thing making me suicidal. I also can no longer feel what things evoke or derive enjoyment from many things. Severe sleep problems too.",0,15
Risperidone,<b>Risperdal (risperidone):</b>			 This makes you restless after long term use. Good at controlling symptoms if you be patient with it. Ask your Dr to reduce dosage if you feel better after 3 years. Good Luck,0,15
Risperidone,"I can't lose any weight on this medication. I hate it.  This manufacturer should make a medication with a weight loss additive in it. Some poor people want to lose weight, this medication makes it impossible.",1,6
Risperidone,"<b>Risperdal (risperidone):</b>			 Risperdal has made my life manageable again. I suffer from PTSD and schizophrenia primarily with thought disorder (although I have hallucinated and heard voices). I used to scream in my sleep and thought everyone was trying to kill me. When I started risperdal the terrifying thoughts stopped and my behavior returned to normal. I take risperdal with a combination of gabapentin and zoloft. I now have a very good job and good relationships with my friends, family, and co-workers.  There are downsides to this drug such as weight gain. I gained a lot of weight the first two years I started taking risperdal. It is important to note that I have since lost a good bit of the weight I have gained.",0,22
